ID,Status of exisiting checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Sex_0,Sex_1,Sex_2,Sex_3,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,Target
286,0.0,29.0,2.0,1.0,727.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0
287,1.0,29.0,3.0,2.0,836.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,12.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0
288,1.0,8.0,2.0,4.0,123.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,30.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
289,0.0,17.0,3.0,4.0,108.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,29.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1
290,3.0,8.0,2.0,9.0,121.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0
291,1.0,23.0,2.0,1.0,874.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,9.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1
292,0.0,17.0,4.0,1.0,795.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,25.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0
293,2.0,26.0,4.0,1.0,729.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,37.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0
294,3.0,29.0,4.0,9.0,838.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,27.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0
295,1.0,29.0,2.0,3.0,880.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1
296,3.0,8.0,2.0,1.0,719.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
297,3.0,6.0,2.0,0.0,186.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,26.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
298,3.0,13.0,2.0,3.0,477.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,24.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
299,1.0,15.0,4.0,3.0,513.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,13.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
300,3.0,2.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0
301,1.0,23.0,0.0,4.0,655.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,23.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1
302,2.0,17.0,4.0,0.0,209.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1
303,0.0,6.0,4.0,0.0,111.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,30.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
304,3.0,29.0,4.0,0.0,881.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,25.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1
305,3.0,2.0,2.0,3.0,278.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
306,3.0,21.0,2.0,1.0,730.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
307,0.0,8.0,2.0,4.0,50.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,14.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
308,1.0,4.0,2.0,3.0,167.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
309,1.0,5.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
310,1.0,29.0,2.0,2.0,753.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,21.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0
311,3.0,17.0,2.0,3.0,757.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0
312,2.0,17.0,2.0,3.0,649.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
313,1.0,8.0,2.0,0.0,40.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
314,2.0,0.0,2.0,0.0,258.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0
315,0.0,23.0,1.0,3.0,514.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1
316,0.0,8.0,2.0,3.0,46.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,19.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
317,1.0,17.0,2.0,3.0,701.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,29.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
318,3.0,8.0,4.0,7.0,44.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,13.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
319,0.0,11.0,3.0,3.0,641.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
320,1.0,21.0,4.0,0.0,695.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1
321,0.0,17.0,2.0,4.0,359.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
322,0.0,17.0,2.0,1.0,543.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0
323,0.0,13.0,2.0,3.0,499.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
324,3.0,13.0,4.0,0.0,109.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,17.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
325,0.0,4.0,4.0,0.0,603.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0
326,3.0,8.0,4.0,3.0,764.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,30.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0
327,3.0,17.0,2.0,0.0,269.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,15.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0
328,2.0,23.0,2.0,4.0,708.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,12.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
329,1.0,2.0,2.0,4.0,120.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,9.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0
330,0.0,17.0,4.0,1.0,803.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,52.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0
331,3.0,13.0,4.0,7.0,336.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1
332,1.0,31.0,2.0,0.0,828.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1
333,3.0,29.0,4.0,1.0,895.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
334,0.0,17.0,0.0,3.0,685.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
335,0.0,2.0,4.0,3.0,600.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1
336,1.0,9.0,2.0,4.0,392.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
337,0.0,11.0,2.0,5.0,181.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
338,0.0,17.0,2.0,3.0,691.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
339,1.0,6.0,2.0,3.0,268.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
340,1.0,17.0,4.0,7.0,761.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0
341,0.0,15.0,2.0,3.0,633.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
342,1.0,13.0,2.0,4.0,584.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
343,1.0,13.0,2.0,9.0,704.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0
344,2.0,6.0,2.0,0.0,672.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,18.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
345,3.0,11.0,4.0,4.0,249.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,24.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
346,1.0,9.0,4.0,4.0,77.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
347,1.0,17.0,2.0,4.0,651.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
348,3.0,2.0,3.0,9.0,312.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
349,1.0,5.0,4.0,7.0,133.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,13.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1
350,3.0,5.0,2.0,5.0,166.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0
351,1.0,5.0,2.0,3.0,100.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1
352,3.0,13.0,4.0,1.0,585.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,19.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0
353,0.0,8.0,0.0,4.0,780.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1
354,3.0,6.0,2.0,7.0,50.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,27.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0
355,1.0,17.0,2.0,0.0,173.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
356,3.0,8.0,4.0,4.0,446.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,30.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
357,3.0,23.0,3.0,4.0,707.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1
358,3.0,8.0,2.0,4.0,62.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
359,0.0,21.0,2.0,3.0,462.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
360,1.0,13.0,2.0,7.0,169.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,42.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0
361,2.0,8.0,2.0,4.0,604.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,18.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0
362,2.0,8.0,3.0,0.0,424.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0
363,3.0,2.0,2.0,3.0,316.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
364,0.0,13.0,2.0,3.0,471.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
365,3.0,8.0,2.0,9.0,277.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,17.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
366,3.0,13.0,4.0,1.0,660.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
367,0.0,13.0,2.0,3.0,642.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
368,0.0,23.0,2.0,3.0,610.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,23.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1
369,1.0,13.0,2.0,3.0,554.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,21.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
370,3.0,23.0,2.0,0.0,568.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
371,3.0,13.0,4.0,4.0,774.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,14.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
372,3.0,6.0,4.0,3.0,406.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0
373,3.0,31.0,4.0,0.0,908.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,44.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0
374,1.0,31.0,1.0,2.0,914.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,41.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1
375,0.0,29.0,1.0,9.0,840.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,18.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
376,3.0,13.0,3.0,4.0,440.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,15.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
377,3.0,3.0,3.0,4.0,73.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,17.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0
378,1.0,23.0,2.0,0.0,911.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,38.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1
379,3.0,2.0,4.0,0.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,33.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
380,0.0,14.0,2.0,3.0,415.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,20.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
381,1.0,13.0,2.0,1.0,907.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,19.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1
382,3.0,16.0,2.0,0.0,184.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
383,2.0,8.0,2.0,0.0,203.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
384,3.0,21.0,3.0,9.0,696.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
385,3.0,13.0,4.0,4.0,421.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
386,3.0,13.0,2.0,4.0,131.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0
387,1.0,13.0,4.0,3.0,826.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,21.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0
388,1.0,11.0,4.0,9.0,443.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0
389,3.0,5.0,2.0,9.0,246.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
390,3.0,13.0,2.0,0.0,326.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0
391,1.0,8.0,2.0,3.0,104.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
392,0.0,23.0,2.0,0.0,589.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,20.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0
393,0.0,2.0,4.0,4.0,365.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,12.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
394,3.0,5.0,4.0,3.0,462.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,12.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0
395,1.0,24.0,3.0,7.0,896.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,13.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0
396,0.0,8.0,2.0,3.0,486.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,36.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0
397,0.0,23.0,4.0,3.0,450.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
398,1.0,8.0,2.0,0.0,161.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1
399,3.0,17.0,4.0,4.0,266.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
400,3.0,13.0,2.0,4.0,252.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,20.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
401,1.0,13.0,4.0,9.0,343.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0
402,3.0,17.0,3.0,9.0,864.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1
403,3.0,10.0,3.0,0.0,68.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
404,1.0,13.0,3.0,0.0,541.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,24.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0
405,1.0,17.0,2.0,4.0,382.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1
406,3.0,17.0,4.0,1.0,413.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,24.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0
407,0.0,11.0,2.0,4.0,117.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0
408,3.0,17.0,2.0,4.0,587.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0
409,2.0,8.0,4.0,0.0,95.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1
410,1.0,17.0,2.0,4.0,369.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
411,3.0,22.0,4.0,1.0,823.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,16.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0
412,3.0,8.0,4.0,9.0,433.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,23.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1
413,3.0,6.0,2.0,0.0,298.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,21.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0
414,0.0,17.0,2.0,0.0,225.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
415,3.0,23.0,4.0,1.0,766.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0
416,0.0,8.0,2.0,0.0,487.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1
417,0.0,13.0,3.0,7.0,860.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0
418,3.0,15.0,2.0,0.0,525.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0
419,1.0,13.0,2.0,0.0,112.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
420,3.0,11.0,2.0,0.0,581.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
421,1.0,8.0,2.0,1.0,379.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
422,1.0,8.0,4.0,0.0,99.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,28.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0
423,3.0,15.0,3.0,3.0,295.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,15.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0
424,1.0,8.0,2.0,3.0,520.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1
425,1.0,13.0,2.0,1.0,524.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0
426,3.0,20.0,4.0,4.0,512.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
427,3.0,13.0,4.0,4.0,135.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,27.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
428,3.0,5.0,2.0,3.0,198.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
429,0.0,13.0,4.0,6.0,146.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,36.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1
